T0 t0
-0.911136 923.95
0.6297 4313.46
-1.98283 316.388
0.899432 5648.96
0.849526 5373.96
1.76077 13367.3
-2.38183 212.292
2.12041 19152.8
1.88237 15095.8
8.71683 1.40288e+07
1.71521 12771.9
-3.03676 110.281
2.90211 41852.2
0.528856 3899.68
2.90812 42104.5
0.0457388 2405.55
-0.431013 1493.36
2.76987 36668.2
3.69966 92916.3
-3.82261 50.2588
3.93886 118025
0.571035 4067.69
2.8646 40311.7
1.89391 15270.9
0.411712 3468.6
-0.147598 1982.66
-2.42613 203.093
-0.718976 1119.7
4.48611 204005
0.612896 4241.58
-0.000592628 2296.64
1.60133 11397.3
1.66784 12181
-1.71983 411.566
2.77438 36833.8
3.27465 60745.3
1.70354 12623.7
1.02295 6391.65
-1.65769 437.95
1.36613 9008.53
0.733617 4785.82
3.13496 52825.9
0.982383 6137.53
0.305183 3118.1
4.53235 213660
2.09227 18621.3
6.24023 1.17882e+06
-2.00179 310.444
-1.22771 673.231
0.864233 5453.58
0.714482 4695.11
0.80334 5131.4
0.0836518 2498.5
5.47108 546273
5.75887 728444
4.83559 289348
0.883749 5561.06
2.57976 30319.6
-0.553981 1320.56
0.417792 3489.75
3.94837 119153
0.0763106 2480.23
0.810179 5166.62
3.23265 58246.8
1.24507 7981.33
0.426337 3519.7
3.87886 111152
-2.02822 302.345
1.98276 16689.8
-2.87171 130.071
-1.20114 691.358
3.11506 51785.1
2.77409 36823.4
-0.106975 2064.86
1.44816 9778.62
-0.947145 891.271
-0.789362 1043.6
-0.513476 1375.15
2.72999 35234.7
3.36426 66440.2
1.23271 7883.31
-1.52991 497.642
2.05459 17932.7
2.97294 44924.1
0.405259 3446.29
-0.592884 1270.18
2.73036 35247.7
7.12164 2.84601e+06
-0.352233 1615.76
3.08757 50380.7
1.92376 15733.6
2.75691 36196.1
1.49631 10260.9
0.203728 2817.27
0.0346426 2379
2.29038 22701.2
3.3666 66596
2.98829 45619.1
3.57068 81672.8
3.84668 107633
-1.28874 633.371
-1.05467 800.413
-1.05254 802.118
0.13806 2638.21
5.52245 575067
1.80932 14032.3
4.99867 340602
-0.347326 1623.71
1.86187 14789.3
4.76774 270367
-2.55136 179.188
-1.5043 510.553
2.97761 45134.8
0.658195 4438.13
-1.21106 684.529
6.44368 1.44479e+06
1.89042 15217.7
-3.93912 44.7315
-0.562751 1309.03
2.14202 19571.2
0.857767 5418.43
0.576354 4089.38
-0.333699 1645.99
-5.90545 6.261
2.51014 28280.6
3.46356 73375.9
0.91405 5732.14
0.818504 5209.81
0.339989 3228.53
1.30595 8482.4
1.13876 7176.44
1.2799 8264.24
6.28497 1.23276e+06
-0.139526 1998.73
5.36402 490812
2.05182 17883.1
-6.97191 2.1552
4.01944 127929
3.7839 101083
3.75407 98112.1
3.79377 102085
-1.24306 662.974
3.10368 51199
2.68903 33820.6
3.80094 102820
-1.47702 524.673
-0.421477 1507.67
1.77084 13502.5
1.90944 15509.9
-3.42661 74.6776
-0.0207138 2250.89
-0.368516 1589.66
-5.00304 15.4367
2.39092 25102.4
0.0680049 2459.71
2.82947 38920.1
5.2434 435040
-2.78624 141.677
4.33565 175508
0.828699 5263.2
-0.148823 1980.24
-1.02183 827.135
0.997677 6232.12
0.864851 5456.95
2.09075 18593
2.99502 45927.2
-2.41011 206.373
2.90929 42153.9
0.374467 3341.79
3.98398 123472
-0.797145 1035.51
4.84237 291317
3.21052 56972.1
0.819916 5217.17
-0.701328 1139.64
2.30134 22951.4
-2.72996 149.88
0.079777 2488.84
0.406416 3450.28
0.878955 5534.46
-0.626887 1227.71
-2.13378 272.059
1.68373 12376.1
-0.458013 1453.57
0.217402 2856.05
2.30539 23044.5
-0.589087 1275.01
0.746238 4846.6
0.672263 4501.01
2.10067 18778.4
-1.04535 807.907
2.23491 21476.4
2.98512 45475
2.66134 32896.8
-0.390684 1554.81
2.91425 42363.7
3.19417 56048.2
-1.8431 363.833
1.40534 9368.78
-0.0772831 2127.09
0.619563 4269.95
3.70103 93043.4
0.622246 4281.42
-3.08639 104.942
2.52967 28838.3
-0.149335 1979.22
2.45213 26686.7
6.38039 1.35619e+06
4.29761 168957
1.35672 8924.16
4.17076 148829
-3.02423 111.672
0.0765095 2480.72
3.03147 47632
-3.87127 47.8717
1.19492 7590.94
-4.49558 25.6417
3.28926 61639.2
-1.15059 727.205
-1.15604 723.249
-3.51533 68.3379
5.63247 641948
0.780333 5014.69
-0.518582 1368.15
2.23903 21565
-0.799498 1033.08
7.61409 4.657e+06
1.87579 14996.8
-0.810147 1022.13
4.60372 229467
2.77861 36990
4.3484 177761
-0.0972906 2084.96
0.0419667 2396.49
1.13351 7138.85
-0.932152 904.735
0.363984 3306.94
-0.410559 1524.22
1.20275 7650.62
-0.873637 959.255
-4.56209 23.9917
2.0292 17483.1
-2.68463 156.83
-1.14443 731.697
2.16235 19973.1
-1.59229 467.549
4.13252 143245
-1.33358 605.596
-1.27689 640.92
-4.61703 22.7091
2.33262 23680.7
1.39469 9269.51
4.66785 244664
4.41857 190683
-1.9385 330.728
-0.0707099 2141.12
3.43912 71604.5
4.67906 247422
0.148595 2666.15
-0.785607 1047.53
-0.2082 1866.08
-0.108845 2061.01
-1.24489 661.758
-3.24183 89.8339
2.21603 21074.6
-0.938398 899.102
-1.58347 471.69
1.10689 6951.33
0.227095 2883.87
3.70178 93113.2
-0.87095 961.837
-0.352092 1615.99
-4.49379 25.6874
-1.90848 340.806
1.05434 6595.46
3.50971 76841.9
-1.42626 551.995
4.00851 126538
2.69968 34182.6
2.83677 39205.3
1.64557 11912.8
1.03618 6476.77
1.01452 6337.94
3.0857 50286.8
-3.53915 66.7293
1.08793 6820.77
0.0172548 2338
-1.97729 318.144
1.48233 10118.5
-0.667928 1178.35
1.16327 7354.5
2.62749 31801.9
2.87541 40749.7
0.726939 4753.96
0.919582 5763.94
-1.26517 648.474
3.97876 122830
3.31702 63374.1
0.357325 3284.99
-3.26222 88.0208
3.15127 53694.2
1.79319 13807.7
2.07339 18273.1
3.22942 58058.7
2.00169 17008.8
0.200122 2807.13
2.64611 32399.6
2.16693 20064.8
0.09554 2528.38
0.135578 2631.67
-0.675479 1169.48
0.549266 3980.09
5.48075 551583
2.5582 29673
-0.44937 1466.19
-4.75131 19.8556
2.2532 21872.7
2.36518 24464.3
3.27026 60479
-4.5051 25.3986
3.54989 79992
3.18269 55408.5
2.06281 18080.8
0.574767 4082.89
2.07091 18227.9
3.21428 57186.7
0.0262944 2359.23
3.75088 97799
-2.28295 234.356
3.98166 123187
-2.43291 201.721
2.64641 32409.4
1.70599 12654.7
3.69421 92411.5
-1.34468 598.911
1.99795 16945.2
2.33947 23843.4
1.08611 6808.38
-1.62343 453.214
0.196028 2795.66
-0.576529 1291.12
-0.667933 1178.34
2.72573 35085
0.870505 5487.89
1.85626 14706.7
0.383161 3370.97
0.0381748 2387.42
1.62542 11675.1
1.0871 6815.11
2.63317 31983
2.35379 24187.2
0.0761601 2479.85
-0.89952 934.745
6.20118 1.13368e+06
0.078151 2484.8
2.4745 27290.4
1.7842 13684.2
-1.41018 560.94
-0.671035 1174.69
-3.07752 105.877
4.25907 162570
1.26272 8123.48
4.50986 208909
-3.15092 98.3832
4.38199 183833
-1.55686 484.41
0.776306 4994.54
5.70155 687860
-0.287 1724.68
-2.12844 273.513
5.30788 464018
-1.55329 486.143
3.63869 87420.8
-0.0114301 2271.88
-0.257275 1776.71
0.874393 5509.27
4.6588 242460
2.31423 23249.1
-0.105715 2067.47
1.50533 10354
1.98039 16650.3
0.762475 4925.94
0.603971 4203.89
2.11893 19124.5
4.35116 178251
-1.29827 627.365
3.26262 60018.9
1.6702 12209.8
4.2435 160059
-3.33656 81.7151
-3.04735 109.12
0.116412 2581.71
-1.50102 512.228
3.36102 66224.8
6.45459 1.46064e+06
-2.8514 132.741
1.54272 10748.4
2.69046 33869.1
4.41605 190203
1.12066 7047.72
-0.0513685 2182.94
-5.11086 13.859
-0.102452 2074.22
1.11141 6982.77
-0.0356868 2217.44
2.19707 20678.8
-0.357877 1606.67
1.83431 14387.3
1.77199 13518.1
3.02868 47499.5
3.74904 97619.6
2.64724 32436.2
1.1241 7071.95
0.663565 4462.03
2.08203 18431.6
-1.88424 349.17
0.858975 5424.98
1.35496 8908.42
1.11921 7037.47
0.693601 4598.08
3.43923 71612.6
5.89952 838458
2.52826 28797.9
-0.208967 1864.65
3.61619 85475.2
2.95332 44051.5
-0.142541 1992.72
-0.537271 1342.81
3.42992 70949.1
0.47742 3704.17
3.77502 100189
-0.331756 1649.19
3.8718 110370
1.14889 7249.48
0.0623864 2445.93
-0.331209 1650.09
-0.420688 1508.86
3.54749 79800.6
0.194969 2792.7
1.3087 8505.75
1.56979 11043.3
0.0180683 2339.9
0.247165 2942.34
-1.33017 607.664
5.22621 427628
6.49439 1.51994e+06
2.51639 28458.1
4.95552 326214
0.841259 5329.72
-0.573554 1294.97
0.0961073 2529.82
1.53948 10713.6
-0.0575903 2169.4
-0.581552 1284.65
0.957585 5987.2
-0.614816 1242.62
3.82724 105560
0.684104 4554.63
1.85544 14694.6
-2.75697 145.885
-1.3726 582.424
2.9021 41852
0.357804 3286.57
5.82633 779282
3.8541 108434
-1.20731 687.103
-0.920983 914.897
0.356587 3282.57
0.81608 5197.19
0.667527 4479.75
1.47009 9995.44
3.12186 52138.5
3.81412 104184
-1.26083 651.295
-2.46938 194.496
-2.38403 211.825
-3.36892 79.1124
-0.051429 2182.8
3.00013 46162.7
0.449142 3600.89
5.10527 378914
1.04756 6550.9
1.77457 13553
3.44311 71890.8
0.887349 5581.11
0.884461 5565.02
-2.99147 115.391
-2.32605 224.47
0.626904 4301.41
-1.01709 831.06
-1.10492 761.183
-1.19408 696.254
-4.05244 39.9391
0.620043 4272
0.648124 4393.66
1.412 9431.34
0.158508 2692.71
2.00417 17051
2.56531 29884.6
1.57241 11072.3
-0.856733 975.609
-2.51159 186.458
-2.07684 287.999
-2.77462 143.333
2.43136 26138.3
4.59375 227190
-2.17341 261.487
3.11262 51658.6
1.62511 11671.4
-0.152253 1973.46
-0.391331 1553.81
0.25621 2969.07
4.14323 144787
-1.3672 585.573
3.25209 59390.1
3.59636 83796.9
0.512219 3835.34
-1.33228 606.384
-0.525783 1358.33
-0.395472 1547.39
-3.85043 48.8797
-3.87274 47.8012
5.48544 554172
0.631513 4321.28
3.00146 46223.8
4.20986 154764
4.84771 292876
0.0693198 2462.95
-4.43101 27.3519
-0.268214 1757.38
1.0528 6585.29
3.48664 75089.6
3.36553 66524.7
-0.187057 1905.95
-1.66075 436.613
2.6096 31238.3
4.96178 328265
-0.309731 1685.91
-2.20305 253.851
2.55189 29486.5
0.819514 5215.07
2.64126 32243
-0.365115 1595.08
1.89256 15250.3
0.733803 4786.71
1.57237 11071.9
3.27668 60868.6
3.07711 49856.5
-2.33973 221.42
-3.02551 111.529
0.782649 5026.32
0.269114 3007.63
2.60159 30989
3.37017 66833.6
2.79992 37786.7
-2.26141 239.459
-0.683254 1160.42
-0.840275 991.798
2.91506 42398
2.04645 17787.3
0.858121 5420.35
0.597737 4177.76
0.607879 4220.35
-0.40855 1527.28
0.351594 3266.22
0.960502 6004.69
3.51184 77005.4
5.08966 373047
2.14553 19640
2.54409 29257.3
0.25735 2972.46
-0.0903124 2099.56
-0.31044 1684.72
-1.33311 605.88
2.97195 44880
-1.39813 567.739
2.04347 17734.4
-2.72083 151.255
1.76171 13379.8
1.86827 14884.3
4.4165 190288
-0.949187 889.454
-2.87705 129.379
-1.11911 750.46
-4.00042 42.0717
1.72011 12834.6
-3.74173 54.4927
-1.97652 318.388
-2.58109 173.939
3.38692 67962.7
1.35305 8891.49
-2.52533 183.913
-2.0223 304.141
1.34302 8802.69
4.97817 333689
-2.36164 216.622
5.15079 396561
-5.37255 10.668
1.90868 15498.2
1.82987 14323.6
-2.17666 260.639
-1.97071 320.245
2.98825 45617.6
0.577602 4094.49
0.489988 3751.02
-0.102532 2074.06
3.68499 91562.9
2.37194 24630.4
2.6741 33319.3
3.50092 76169
2.62659 31773.5
1.57682 11121.3
-0.175675 1927.77
1.60662 11457.7
-1.36679 585.816
-1.86909 354.499
3.65758 89087.5
2.07173 18242.8
-1.24615 660.928
0.0555298 2429.22
1.31871 8591.27
0.819829 5216.71
-0.905135 929.512
3.36212 66298.3
5.44324 531275
3.2938 61919.7
-0.554044 1320.48
2.57892 30294.1
4.32176 173088
4.52441 211971
2.35898 24313.3
3.16241 54296
1.98075 16656.3
0.543071 3955.51
0.774008 4983.08
-3.96502 43.5875
4.231 158071
-5.5708 8.74944
2.76879 36628.8
0.864329 5454.1
2.72764 35151.8
0.45907 3636.82
-0.628856 1225.3
2.42025 25849.4
-0.9408 896.945
1.65822 12064.4
-1.76655 392.779
2.57128 30063.6
5.22758 428212
0.296779 3092
0.142998 2651.27
3.39378 68430.8
2.56409 29848.3
1.13806 7171.41
-1.65553 438.897
0.786255 5044.48
6.19954 1.13182e+06
3.62285 86046.9
1.83983 14467
3.40383 69122
1.92526 15757.2
4.81961 284760
-2.4903 190.47
1.44699 9767.24
-4.63639 22.2736
4.56472 220689
0.254701 2964.59
1.04874 6558.6
0.407591 3454.34
4.09426 137868
2.84472 39518.2
-2.71257 152.51
-4.01598 41.4222
2.65767 32776.4
-1.31093 619.468
0.456734 3628.33
0.333512 3207.69
-0.972586 868.883
-0.347381 1623.62
1.90884 15500.6
-0.807743 1024.59
0.95968 5999.76
2.24956 21793.1
1.09047 6838.1
2.25989 22019.5
-1.32644 609.935
-1.54332 491.017
-0.397565 1544.15
4.69465 251311
2.1306 19349
-1.55007 487.71
4.59473 227414
-3.75421 53.8165
-1.03077 819.767
1.28231 8284.17
3.31639 63334.2
2.75395 36088.9
-2.1454 268.916
1.56466 10986.9
-2.19896 254.891
3.15027 53640.5
4.03782 130303
-2.51487 185.847
0.195074 2792.99
3.35969 66136.9
-0.676489 1168.3
1.15136 7267.37
-3.16622 96.8895
7.3445 3.55652e+06
0.138039 2638.15
4.59842 228254
-0.236893 1813.3
4.14054 144399
4.49495 205816
7.96395 6.60767e+06
-0.954293 884.924
5.02386 349288
1.59171 11288.1
-1.36617 586.178
-2.75453 146.243
0.426495 3520.26
2.15552 19837.2
-2.33057 223.458
-0.764968 1069.37
-1.42496 552.713
2.84861 39672
-1.39754 568.074
-1.42406 553.21
-0.755101 1079.98
4.24276 159940
-1.48864 518.609
-2.1308 272.87
3.3246 63856.8
1.05404 6593.44
-0.075143 2131.65
1.29706 8407.33
2.66048 32868.7
9.17551 2.21933e+07
0.801228 5120.58
-1.49515 515.247
-1.04082 811.571
-2.35179 218.766
2.83769 39241.4
1.54271 10748.3
-3.38723 77.6771
-4.10023 38.0754
-0.807326 1025.02
3.42761 70785.4
-0.72706 1110.69
4.04833 131679
-0.678286 1166.2
1.13147 7124.25
-0.035159 2218.61
2.50451 28122
0.689885 4581.03
1.04654 6544.2
-5.92175 6.15978
2.5126 28350.4
1.12759 7096.72
5.19132 412962
-5.29509 11.5272
0.88924 5591.67
-0.605902 1253.75
0.620801 4275.24
-2.0884 284.688
0.327152 3187.35
-0.327021 1657.02
-0.0151447 2263.46
2.13473 19429
0.235834 2909.19
3.69865 92822.8
3.42999 70953.9
-1.42145 554.654
0.617271 4260.17
3.29656 62091.2
2.19747 20687.1
-3.32177 82.9326
-3.95232 44.1448
-1.35708 591.53
3.12001 52041.9
1.09067 6839.49
1.44428 9740.74
-3.20227 93.4593
1.45232 9819.37
5.08641 371834
0.892885 5612.1
2.20938 20935
-1.14526 731.086
2.10082 18781.3
2.6117 31303.9
3.08165 50083.6
0.595758 4169.51
-2.34661 219.903
0.541941 3951.04
5.37718 497314
2.33519 23741.7
1.50061 10305.2
2.63752 32122.5
-0.335912 1642.35
-3.05589 108.191
0.336687 3217.89
0.586535 4131.23
0.57917 4100.91
3.73034 95811.3
7.0909 2.75987e+06
0.598872 4182.51
-2.76921 144.111
2.68259 33603.3
2.1434 19598.2
3.28883 61612.9
-2.52697 183.611
-1.50835 508.49
1.18746 7534.56
3.69605 92581.3
-1.20651 687.655
2.643 32299.1
-2.95942 119.149
0.054673 2427.14
2.89768 41667.5
-0.4722 1433.1
1.33883 8765.93
-2.03963 298.915
0.286401 3060.08
-1.63676 447.213
-3.90415 46.3232
-0.325643 1659.3
0.87766 5527.3
2.15269 19781.1
3.34732 65324.3
-1.36093 589.256
-1.38068 577.733
-0.338962 1637.35
3.19397 56037
0.491387 3756.27
-4.9364 16.5005
4.45223 197210
-1.885 348.902
-2.2912 232.43
2.28742 22634.1
0.860404 5432.74
-0.211262 1860.37
0.504029 3804.06
2.9265 42885.6
-0.556492 1317.25
2.51068 28295.9
2.82646 38803.1
5.56659 601020
-1.9615 323.208
-1.55931 483.225
2.99426 45892.5
-0.280084 1736.64
1.23411 7894.37
-2.32578 224.531
-1.1464 730.253
-0.93452 902.595
1.54777 10802.9
-0.341167 1633.74
1.19708 7607.39
-1.62804 451.13
-0.481215 1420.24
-2.55486 178.562
-0.317897 1672.2
-0.528525 1354.61
5.27247 447872
-1.99095 313.826
2.49074 27737.4
2.03838 17644.4
-1.34707 597.481
0.977658 6108.59
0.665317 4469.85
3.84854 107832
1.98872 16789.5
0.550171 3983.7
1.41047 9416.93
-0.357569 1607.16
1.98233 16682.6
2.57917 30301.8
-0.64954 1200.21
2.30185 22963.2
1.42892 9592.28
1.0117 6320.12
1.06572 6670.94
2.06109 18049.8
1.93118 15850.8
3.65776 89103.5
3.96141 120717
-6.61176 3.08959
-1.45098 538.512
-4.11499 37.5175
-1.76156 394.744
3.5322 78589.2
-4.1086 37.7578
-0.142059 1993.68
5.6298 640235
1.93256 15872.6
2.31143 23184.2
0.940196 5883.99
4.24994 161092
0.966817 6042.73
4.66439 243820
1.9425 16031.2
4.61624 232358
4.85941 296324
-2.93097 122.587
3.77562 100250
-3.94468 44.4832
2.76275 36407.9
-1.4868 519.566
5.1808 408640
-2.311 227.875
3.60534 84552.7
0.451894 3610.81
-1.51946 502.869
3.3459 65231.3
6.96476 2.4328e+06
-1.62295 453.433
1.10903 6966.22
-1.93691 331.253
2.16572 20040.6
3.81479 104254
-1.81153 375.501
2.17972 20323.1
4.35747 179381
3.36291 66350.7
0.756122 4894.74
3.04004 48042.1
-0.00103283 2295.63
3.04588 48323.5
3.33037 64225.9
0.581462 4110.32
-2.8039 139.197
3.96644 121326
1.76784 13462.2
-2.02307 303.907
2.39369 25171.9
-3.04377 109.511
1.33312 8716.02
5.30327 461881
3.21426 57185.5
0.0544023 2426.48
-2.48984 190.557
0.585649 4127.57
4.51203 209362
-3.07683 105.95
-0.0799913 2121.34
5.01654 346742
1.80117 13918.4
-2.62438 166.569
-1.682 427.433
0.00361736 2306.33
2.8485 39667.8
-0.498232 1396.27
1.34073 8782.59
0.786629 5046.37
1.07483 6731.97
-2.06588 291.172
4.31838 172504
-1.59901 464.417
-5.17557 12.9906
-2.37652 213.423
3.73874 96619.5
2.35848 24301
2.92708 42910.5
0.479204 3710.78
-1.00715 839.365
5.39184 504660
0.779932 5012.68
3.12578 52343.1
3.62893 86571
0.990826 6189.57
3.0221 47188.2
4.20804 154482
1.31672 8574.25
1.1725 7422.68
0.0113069 2324.13
-1.80807 376.802
-2.69182 155.706
-0.518173 1368.71
2.81335 38297.5
-1.21398 682.535
-2.01864 305.256
2.25706 21957.3
-0.523244 1361.78
0.0444814 2402.53
0.602902 4199.4
2.11826 19111.6
-1.75178 398.624
2.32255 23443.5
-1.0365 815.091
7.52104 4.24321e+06
5.03918 354683
1.54931 10819.4
-0.641561 1209.83
-3.1223 101.24
1.38463 9176.68
2.03728 17625
-1.3414 600.881
-0.198141 1884.94
5.48532 554108
3.86494 109615
-1.89334 346.005
5.71698 698562
-0.631335 1222.26
1.62672 11690.3
-0.352212 1615.8
-2.83025 135.578
2.33463 23728.3
3.19764 56242.6
-2.84344 133.801
0.970711 6066.31
3.37732 67313.1
4.98308 335333
1.51458 10450.2
-1.40061 566.332
0.756045 4894.36
-1.82179 371.668
2.1566 19858.7
3.14909 53577.5
-0.44222 1476.71
2.34117 23884.1
1.67484 12266.6
2.61617 31443.9
2.54055 29153.9
3.66034 89333.9
4.18135 150413
2.87976 40927.4
0.570951 4067.34
4.10026 138698
1.04602 6540.8
0.166163 2713.4
-1.56938 478.386
3.37394 67086.5
2.00267 17025.4
-1.90697 341.322
-0.337805 1639.24
2.23529 21484.5
-4.03273 40.734
4.41942 190844
-0.0126247 2269.17
-0.37638 1577.21
1.29888 8422.56
-0.208156 1866.16
0.417811 3489.82
2.94628 43742.5
4.85691 295582
4.61723 232589
-0.329085 1653.6
-5.60304 8.47187
-3.3732 78.7752
-0.856418 975.916
-1.23234 670.116
1.34354 8807.32
2.44348 26456.9
4.72982 260306
-2.34193 220.934
2.2456 21707
4.7247 258978
2.82897 38900.4
-1.34026 601.567
-3.20083 93.5942
2.17205 20167.9
-1.45501 536.351
-0.671304 1174.37
-7.50315 1.26699
-1.51657 504.328
1.82715 14284.6
-1.8081 376.793
6.20213 1.13475e+06
0.196696 2797.53
-1.44818 540.024
1.97057 16487.6
2.32379 23472.6
-0.051246 2183.2
-5.28484 11.6459
-2.92476 123.351
-0.474136 1430.33
1.58637 11228
0.675521 4515.7
3.22289 57681.3
-1.20573 688.19
3.41561 69940.6
3.87971 111247
-3.7028 56.656
4.366 180918
2.95594 44166.9
2.56744 29948.5
1.03871 6493.14
5.79863 757992
4.08226 136224
4.73263 261040
3.24275 58837.9
3.22917 58044.3
-1.13304 740.08
-0.00280537 2291.56
0.385346 3378.34
0.738872 4811.03
0.671236 4496.39
2.21541 21061.5
3.59344 83552.6
-1.05669 798.792
1.07163 6710.45
1.48218 10117
1.56461 10986.3
-1.41809 556.52
1.94975 16147.9
9.16269 2.19106e+07
4.23203 158232
-1.62264 453.572
1.30504 8474.67
3.02224 47194.4
-1.8347 366.901
0.624395 4290.63
-1.14677 729.988
-1.3456 598.363
1.09673 6881
0.574705 4082.64
1.62457 11665.2
0.191835 2783.96
6.90687 2.29597e+06
-2.00269 310.164
2.45242 26694.6
2.13888 19509.9
2.08151 18422
-0.23963 1808.34
-2.20388 253.64
-2.82937 135.696
0.998794 6239.08
1.89871 15344.4
-0.666175 1180.41
4.22856 157685
4.55182 217862
-0.339485 1636.49
1.38898 9216.74
2.95425 44092.6
3.60282 84340.2
0.828289 5261.03
3.70481 93395.9
3.02594 47369.5
-2.34765 219.674
4.93799 320548
-0.813561 1018.65
4.00767 126432
-2.06225 292.232
4.20358 153796
1.45246 9820.8
-2.13239 272.437
0.257026 2971.49
3.97916 122878
-3.06729 106.965
5.07522 367698
4.83616 289514
-0.658357 1189.68
-1.67911 428.667
-0.899858 934.429
0.370601 3328.89
-3.05717 108.054
3.31286 63111.5
1.29806 8415.66
2.36749 24521
3.61952 85760.9
-3.24342 89.6917
-2.51162 186.453
0.388639 3389.49
1.3937 9260.35
-1.19899 692.84
-0.493165 1403.37
3.61541 85408.5
-0.367429 1591.39
1.56871 11031.5
2.11167 18986.2
6.46946 1.48252e+06
4.64581 239331
-2.50287 188.09
0.983444 6144.04
-1.03895 813.094
-0.141006 1995.78
3.52154 77756.6
-2.88068 128.91
0.029071 2365.79
1.86735 14870.6
-0.182976 1913.75
-0.930222 906.483
6.04007 964980
1.08735 6816.76
-0.533278 1348.19
1.56308 10969.5
-1.54947 488.003
-1.18894 699.845
1.77799 13599.4
1.4186 9493.82
-0.353737 1613.33
1.33882 8765.78
1.7791 13614.5
-1.54675 489.336
2.53524 28999.6
3.00698 46479.8
4.87842 302010
3.16511 54442.5
0.47282 3687.17
0.129072 2614.6
-3.84275 49.2567
3.62676 86383.5
2.4573 26825.2
2.10952 18945.3
-3.96291 43.6798
0.936011 5859.42
4.09462 137919
-0.163311 1951.75
5.79046 751819
-2.38192 212.274
-0.957432 882.15
4.04612 131389
0.342622 3237.05
0.395787 3413.8
0.981062 6129.42
0.185983 2767.72
-1.59125 468.038
5.87662 819473
-1.41523 558.113
2.23946 21574.3
-0.430383 1494.3
1.98436 16716.5
0.764568 4936.25
-0.408209 1527.8
3.34317 65053.7
0.356025 3280.73
1.28471 8304.08
0.343749 3240.69
1.87502 14985.1
-3.67743 58.1115
3.50402 76406
2.90576 42005.6
4.45309 197379
-1.16446 717.187
-1.47246 527.073
2.04748 17805.7
2.8338 39088.7
1.38649 9193.81
3.52147 77751.2
5.55209 592371
2.41368 25680.2
4.36962 181573
2.01409 17221
1.95678 16261.8
2.3294 23604.6
-5.33111 11.1193
-1.79283 382.588
0.894054 5618.66
-0.741121 1095.18
3.00013 46162.3
3.26987 60455.7
-0.69575 1146.01
-2.04552 297.162
-0.159848 1958.52
0.233917 2903.61
-2.43534 201.232
1.55095 10837.2
-0.952799 886.247
-2.55238 179.005
-1.84214 364.182
-0.790543 1042.37
3.02925 47526.6
1.31836 8588.25
-4.06069 39.6108
-0.583982 1281.53
2.95578 44159.8
0.703922 4645.79
2.72601 35094.8
0.439172 3565.17
4.28331 166558
3.52332 77895
1.90645 15463.6
-0.367126 1591.88
3.71425 94282.2
2.90438 41947.6
3.93081 117079
-0.371382 1585.12
2.42835 26059.7
0.424777 3514.21
8.55782 1.19664e+07
-0.32696 1657.12
-0.266373 1760.62
-0.354323 1612.39
3.96829 121551
-0.757794 1077.07
-2.10481 280.054
4.87607 301300
3.54869 79895.9
1.5422 10742.9
1.70557 12649.4
-0.918286 917.368
2.96501 44569.7
4.44672 196126
2.97827 45164.4
-1.7823 386.641
1.31768 8582.46
-1.92379 335.63
4.80887 281719
-0.352112 1615.96
1.82178 14208.2
-1.30993 620.089
-3.47311 71.2848
4.28499 166839
0.689023 4577.08
2.01856 17298.2
0.906467 5688.84
0.381461 3365.24
1.16722 7383.59
0.281365 3044.7
1.27809 8249.28
1.38236 9155.87
1.51254 10428.9
2.96836 44718.8
0.453474 3616.52
-1.37685 579.95
3.31271 63101.8
-2.19232 256.589
2.26454 22122
4.71986 257728
0.46857 3671.53
-1.7877 384.556
2.68498 33683.8
3.14122 53157.4
2.99416 45887.7
6.62889 1.73877e+06
3.99523 124869
-2.66838 159.399
-2.32005 225.822
0.232742 2900.21
-0.855082 977.22
-4.41708 27.7355
-1.31332 617.99
1.13144 7124.07
6.77001 2.00229e+06
0.424205 3512.2
4.1197 141421
3.89586 113058
-0.274729 1745.97
1.75422 13279.9
0.696252 4610.29
-2.20933 252.261
2.44824 26583.2
0.349608 3259.74
1.84671 14566.8
-0.227632 1830.17
2.15108 19749.4
5.35985 488768
5.02951 351268
1.24051 7945.08
-0.204876 1872.29
2.30293 22987.9
-1.00302 842.84
3.10596 51315.7
-1.63252 449.114
-1.81258 375.107
1.80032 13906.5
-1.45988 533.745
0.834981 5296.36
3.87873 111138
6.3873 1.36558e+06
1.49417 10239
0.393334 3405.44
3.53329 78675.4
4.55765 219134
3.62506 86236.6
0.691157 4586.86
5.77063 737059
3.51762 77452
4.7053 254001
-1.71909 411.87
1.08784 6820.14
1.91159 15543.3
-0.375597 1578.45
2.79211 37492.7
3.19533 56113.1
-1.41894 556.047
-1.87722 351.63
0.852895 5392.1
2.62254 31645
-3.83107 49.8354
3.22933 58053.6
2.71812 34818.9
-0.4138 1519.28
2.80992 38166.7
1.89279 15253.9
4.27758 165607
1.94188 16021.2
0.00823849 2317.01
-0.987282 856.208
1.27094 8190.52
1.70485 12640.3
-3.84786 49.0054
5.35249 485184
3.05463 48748.3
2.06612 18140.8
3.71202 94072.1
3.66674 89907.6
-0.0807717 2119.68
0.6788 4530.53
-3.20726 92.9935
1.19478 7589.9
0.837436 5309.38
-1.08022 780.218
-1.80646 377.411
-2.76977 144.03
-0.938387 899.112
-0.0420559 2203.36
-1.23585 667.769
0.378854 3356.48
